#Total Fragments: 1000
#Fragments Considered: 667
#Valid Constructs: 619
#Guides Passing: 1278
#Guides Failing: 56
#Constructs Recognized: 344
#Constructs Unrecognized: 275
construct_id	target_a_id	probe_a_id	target_b_id	probe_b_id	A549-CV4-1000_d28_1
MAP3K1_chr5_56111382__MAP2K1_chr15_66679721	MAP3K1	MAP3K1_chr5_56111382	MAP2K1	MAP2K1_chr15_66679721	0
MAP3K1_chr5_56111382__MAP2K1_chr15_66679728	MAP3K1	MAP3K1_chr5_56111382	MAP2K1	MAP2K1_chr15_66679728	0
MAP3K1_chr5_56111382__MAP2K1_chr15_66679756	MAP3K1	MAP3K1_chr5_56111382	MAP2K1	MAP2K1_chr15_66679756	0
MAP3K1_chr5_56111382__MET_chr7_116339123	MAP3K1	MAP3K1_chr5_56111382	MET	MET_chr7_116339123	0
MAP3K1_chr5_56111382__MLH1_chr3_37045912	MAP3K1	MAP3K1_chr5_56111382	MLH1	MLH1_chr3_37045912	0
MAP3K1_chr5_56111382__MTOR_chr1_11317149	MAP3K1	MAP3K1_chr5_56111382	MTOR	MTOR_chr1_11317149	0
MAP3K1_chr5_56111382__NF1_chr17_29422308	MAP3K1	MAP3K1_chr5_56111382	NF1	NF1_chr17_29422308	0
MAP3K1_chr5_56111382__NF1_chr17_29483038	MAP3K1	MAP3K1_chr5_56111382	NF1	NF1_chr17_29483038	0
MAP3K1_chr5_56111382__NonTargetingControlGuideForHuman0352	MAP3K1	MAP3K1_chr5_56111382	NonTargetingControlGuideForHuman0352	NonTargetingControlGuideForHuman0352	0
MAP3K1_chr5_56111382__PARP1_chr1_226595581	MAP3K1	MAP3K1_chr5_56111382	PARP1	PARP1_chr1_226595581	0
MAP3K1_chr5_56111382__PBRM1_chr3_52696257	MAP3K1	MAP3K1_chr5_56111382	PBRM1	PBRM1_chr3_52696257	0
MAP3K1_chr5_56111382__PBRM1_chr3_52713723	MAP3K1	MAP3K1_chr5_56111382	PBRM1	PBRM1_chr3_52713723	0
MAP3K1_chr5_56111382__PDGFRA_chr4_55129914	MAP3K1	MAP3K1_chr5_56111382	PDGFRA	PDGFRA_chr4_55129914	0
MAP3K1_chr5_56111382__PIK3CA_chr3_178916614	MAP3K1	MAP3K1_chr5_56111382	PIK3CA	PIK3CA_chr3_178916614	0
MAP3K1_chr5_56111382__PIK3R1_chr5_67576421	MAP3K1	MAP3K1_chr5_56111382	PIK3R1	PIK3R1_chr5_67576421	0
MAP3K1_chr5_56111382__PRKDC_chr8_48686781	MAP3K1	MAP3K1_chr5_56111382	PRKDC	PRKDC_chr8_48686781	0
MAP3K1_chr5_56111382__PRKDC_chr8_48872683	MAP3K1	MAP3K1_chr5_56111382	PRKDC	PRKDC_chr8_48872683	0
MAP3K1_chr5_56111382__PTEN_chr10_89685297	MAP3K1	MAP3K1_chr5_56111382	PTEN	PTEN_chr10_89685297	0
MAP3K1_chr5_56111382__RB1_chr13_48934148	MAP3K1	MAP3K1_chr5_56111382	RB1	RB1_chr13_48934148	0
MAP3K1_chr5_56111382__RB1_chr13_48936969	MAP3K1	MAP3K1_chr5_56111382	RB1	RB1_chr13_48936969	0
MAP3K1_chr5_56111382__ROR1_chr1_64240089	MAP3K1	MAP3K1_chr5_56111382	ROR1	ROR1_chr1_64240089	0
MAP3K1_chr5_56111382__RPS6KB1_chr17_57987949	MAP3K1	MAP3K1_chr5_56111382	RPS6KB1	RPS6KB1_chr17_57987949	0
MAP3K1_chr5_56111382__RRM2_chr2_10262940	MAP3K1	MAP3K1_chr5_56111382	RRM2	RRM2_chr2_10262940	0
MAP3K1_chr5_56111382__RUNX1_chr21_36421144	MAP3K1	MAP3K1_chr5_56111382	RUNX1	RUNX1_chr21_36421144	0
MAP3K1_chr5_56111382__SETD2_chr3_47142951	MAP3K1	MAP3K1_chr5_56111382	SETD2	SETD2_chr3_47142951	0
MAP3K1_chr5_56111382__SETD2_chr3_47142972	MAP3K1	MAP3K1_chr5_56111382	SETD2	SETD2_chr3_47142972	0
MAP3K1_chr5_56111382__SMAD4_chr18_48573460	MAP3K1	MAP3K1_chr5_56111382	SMAD4	SMAD4_chr18_48573460	0
MAP3K1_chr5_56111382__SMAD4_chr18_48575673	MAP3K1	MAP3K1_chr5_56111382	SMAD4	SMAD4_chr18_48575673	0
MAP3K1_chr5_56111382__SMAD4_chr18_48586241	MAP3K1	MAP3K1_chr5_56111382	SMAD4	SMAD4_chr18_48586241	0
MAP3K1_chr5_56111382__SMARCA4_chr19_11094819	MAP3K1	MAP3K1_chr5_56111382	SMARCA4	SMARCA4_chr19_11094819	0
MAP3K1_chr5_56111382__SMO_chr7_128828974	MAP3K1	MAP3K1_chr5_56111382	SMO	SMO_chr7_128828974	0
MAP3K1_chr5_56111382__SMO_chr7_128845081	MAP3K1	MAP3K1_chr5_56111382	SMO	SMO_chr7_128845081	0
MAP3K1_chr5_56111382__SMO_chr7_128845117	MAP3K1	MAP3K1_chr5_56111382	SMO	SMO_chr7_128845117	0
MAP3K1_chr5_56111382__SRC_chr20_36012562	MAP3K1	MAP3K1_chr5_56111382	SRC	SRC_chr20_36012562	0
MAP3K1_chr5_56111382__TOP1_chr20_39657693	MAP3K1	MAP3K1_chr5_56111382	TOP1	TOP1_chr20_39657693	0
MAP3K1_chr5_56111382__TOP1_chr20_39690055	MAP3K1	MAP3K1_chr5_56111382	TOP1	TOP1_chr20_39690055	0
MAP3K1_chr5_56111382__TOP1_chr20_39690109	MAP3K1	MAP3K1_chr5_56111382	TOP1	TOP1_chr20_39690109	0
MAP3K1_chr5_56111382__TP53_chr17_7578373	MAP3K1	MAP3K1_chr5_56111382	TP53	TP53_chr17_7578373	0
MAP3K1_chr5_56111382__TSC1_chr9_135804256	MAP3K1	MAP3K1_chr5_56111382	TSC1	TSC1_chr9_135804256	0
MAP3K1_chr5_56111382__TYMS_chr18_659665	MAP3K1	MAP3K1_chr5_56111382	TYMS	TYMS_chr18_659665	0
MAP3K1_chr5_56111382__VEGFA_chr6_43738425	MAP3K1	MAP3K1_chr5_56111382	VEGFA	VEGFA_chr6_43738425	0
MAP3K1_chr5_56111382__VHL_chr3_10183791	MAP3K1	MAP3K1_chr5_56111382	VHL	VHL_chr3_10183791	0
MAP3K1_chr5_56111382__WEE1_chr11_9595542	MAP3K1	MAP3K1_chr5_56111382	WEE1	WEE1_chr11_9595542	0
MAP3K1_chr5_56111382__WEE1_chr11_9595845	MAP3K1	MAP3K1_chr5_56111382	WEE1	WEE1_chr11_9595845	0
MAP3K1_chr5_56152466__ADA_chr20_43280245	MAP3K1	MAP3K1_chr5_56152466	ADA	ADA_chr20_43280245	0
MAP3K1_chr5_56152466__AKT1_chr14_105239686	MAP3K1	MAP3K1_chr5_56152466	AKT1	AKT1_chr14_105239686	0
MAP3K1_chr5_56152466__ALK_chr2_29541172	MAP3K1	MAP3K1_chr5_56152466	ALK	ALK_chr2_29541172	0
MAP3K1_chr5_56152466__APC_chr5_112102023	MAP3K1	MAP3K1_chr5_56152466	APC	APC_chr5_112102023	0
MAP3K1_chr5_56152466__APC_chr5_112102933	MAP3K1	MAP3K1_chr5_56152466	APC	APC_chr5_112102933	0
MAP3K1_chr5_56152466__ARID1A_chr1_27022876	MAP3K1	MAP3K1_chr5_56152466	ARID1A	ARID1A_chr1_27022876	0
MAP3K1_chr5_56152466__ARID1A_chr1_27056288	MAP3K1	MAP3K1_chr5_56152466	ARID1A	ARID1A_chr1_27056288	0
MAP3K1_chr5_56152466__ARID2_chr12_46123614	MAP3K1	MAP3K1_chr5_56152466	ARID2	ARID2_chr12_46123614	0
MAP3K1_chr5_56152466__ARID2_chr12_46205318	MAP3K1	MAP3K1_chr5_56152466	ARID2	ARID2_chr12_46205318	0
MAP3K1_chr5_56152466__ATM_chr11_108098350	MAP3K1	MAP3K1_chr5_56152466	ATM	ATM_chr11_108098350	0
MAP3K1_chr5_56152466__ATM_chr11_108098390	MAP3K1	MAP3K1_chr5_56152466	ATM	ATM_chr11_108098390	0
MAP3K1_chr5_56152466__BCL2_chr18_60795945	MAP3K1	MAP3K1_chr5_56152466	BCL2	BCL2_chr18_60795945	0
MAP3K1_chr5_56152466__BCL2_chr18_60795960	MAP3K1	MAP3K1_chr5_56152466	BCL2	BCL2_chr18_60795960	0
MAP3K1_chr5_56152466__BCL2_chr18_60985877	MAP3K1	MAP3K1_chr5_56152466	BCL2	BCL2_chr18_60985877	0
MAP3K1_chr5_56152466__BRAF_chr7_140508787	MAP3K1	MAP3K1_chr5_56152466	BRAF	BRAF_chr7_140508787	0
MAP3K1_chr5_56152466__BRAF_chr7_140624501	MAP3K1	MAP3K1_chr5_56152466	BRAF	BRAF_chr7_140624501	0
MAP3K1_chr5_56152466__BRCA1_chr17_41256141	MAP3K1	MAP3K1_chr5_56152466	BRCA1	BRCA1_chr17_41256141	0
MAP3K1_chr5_56152466__BRCA2_chr13_32890586	MAP3K1	MAP3K1_chr5_56152466	BRCA2	BRCA2_chr13_32890586	0
MAP3K1_chr5_56152466__BRCA2_chr13_32912006	MAP3K1	MAP3K1_chr5_56152466	BRCA2	BRCA2_chr13_32912006	0
MAP3K1_chr5_56152466__BRD4_chr19_15376361	MAP3K1	MAP3K1_chr5_56152466	BRD4	BRD4_chr19_15376361	0
MAP3K1_chr5_56152466__BRD4_chr19_15376403	MAP3K1	MAP3K1_chr5_56152466	BRD4	BRD4_chr19_15376403	0
MAP3K1_chr5_56152466__BRD4_chr19_15383894	MAP3K1	MAP3K1_chr5_56152466	BRD4	BRD4_chr19_15383894	0
MAP3K1_chr5_56152466__CASP8_chr2_202123033	MAP3K1	MAP3K1_chr5_56152466	CASP8	CASP8_chr2_202123033	0
MAP3K1_chr5_56152466__CASP8_chr2_202131404	MAP3K1	MAP3K1_chr5_56152466	CASP8	CASP8_chr2_202131404	0
MAP3K1_chr5_56152466__CDK6_chr7_92244474	MAP3K1	MAP3K1_chr5_56152466	CDK6	CDK6_chr7_92244474	0
MAP3K1_chr5_56152466__CDK6_chr7_92462628	MAP3K1	MAP3K1_chr5_56152466	CDK6	CDK6_chr7_92462628	0
MAP3K1_chr5_56152466__CDK9_chr9_130550235	MAP3K1	MAP3K1_chr5_56152466	CDK9	CDK9_chr9_130550235	0
MAP3K1_chr5_56152466__CDKN1B_chr12_12870777	MAP3K1	MAP3K1_chr5_56152466	CDKN1B	CDKN1B_chr12_12870777	0
MAP3K1_chr5_56152466__CDKN2A_chr9_21968726	MAP3K1	MAP3K1_chr5_56152466	CDKN2A	CDKN2A_chr9_21968726	0
MAP3K1_chr5_56152466__CHEK1_chr11_125496644	MAP3K1	MAP3K1_chr5_56152466	CHEK1	CHEK1_chr11_125496644	0
MAP3K1_chr5_56152466__CHEK1_chr11_125496687	MAP3K1	MAP3K1_chr5_56152466	CHEK1	CHEK1_chr11_125496687	0
MAP3K1_chr5_56152466__CHEK2_chr22_29085137	MAP3K1	MAP3K1_chr5_56152466	CHEK2	CHEK2_chr22_29085137	0
MAP3K1_chr5_56152466__DHFR_chr5_79950216	MAP3K1	MAP3K1_chr5_56152466	DHFR	DHFR_chr5_79950216	0
MAP3K1_chr5_56152466__DHFR_chr5_79950217	MAP3K1	MAP3K1_chr5_56152466	DHFR	DHFR_chr5_79950217	0
MAP3K1_chr5_56152466__EGFR_chr7_55209986	MAP3K1	MAP3K1_chr5_56152466	EGFR	EGFR_chr7_55209986	0
MAP3K1_chr5_56152466__EGFR_chr7_55209992	MAP3K1	MAP3K1_chr5_56152466	EGFR	EGFR_chr7_55209992	0
MAP3K1_chr5_56152466__ERBB2_chr17_37868221	MAP3K1	MAP3K1_chr5_56152466	ERBB2	ERBB2_chr17_37868221	0
MAP3K1_chr5_56152466__ERBB2_chr17_37868292	MAP3K1	MAP3K1_chr5_56152466	ERBB2	ERBB2_chr17_37868292	0
MAP3K1_chr5_56152466__FGFR2_chr10_123298118	MAP3K1	MAP3K1_chr5_56152466	FGFR2	FGFR2_chr10_123298118	0
MAP3K1_chr5_56152466__FGFR2_chr10_123353328	MAP3K1	MAP3K1_chr5_56152466	FGFR2	FGFR2_chr10_123353328	0
MAP3K1_chr5_56152466__FGFR3_chr4_1795655	MAP3K1	MAP3K1_chr5_56152466	FGFR3	FGFR3_chr4_1795655	0
MAP3K1_chr5_56152466__FGFR3_chr4_1795735	MAP3K1	MAP3K1_chr5_56152466	FGFR3	FGFR3_chr4_1795735	0
MAP3K1_chr5_56152466__FGFR3_chr4_1795736	MAP3K1	MAP3K1_chr5_56152466	FGFR3	FGFR3_chr4_1795736	0
MAP3K1_chr5_56152466__FLT3_chr13_28636172	MAP3K1	MAP3K1_chr5_56152466	FLT3	FLT3_chr13_28636172	0
MAP3K1_chr5_56152466__FLT3_chr13_28674643	MAP3K1	MAP3K1_chr5_56152466	FLT3	FLT3_chr13_28674643	0
MAP3K1_chr5_56152466__GATA3_chr10_8097612	MAP3K1	MAP3K1_chr5_56152466	GATA3	GATA3_chr10_8097612	0
MAP3K1_chr5_56152466__GATA3_chr10_8097722	MAP3K1	MAP3K1_chr5_56152466	GATA3	GATA3_chr10_8097722	0
MAP3K1_chr5_56152466__HDAC1_chr1_32757816	MAP3K1	MAP3K1_chr5_56152466	HDAC1	HDAC1_chr1_32757816	0
MAP3K1_chr5_56152466__HDAC1_chr1_32792637	MAP3K1	MAP3K1_chr5_56152466	HDAC1	HDAC1_chr1_32792637	0
MAP3K1_chr5_56152466__HDAC2_chr6_114266539	MAP3K1	MAP3K1_chr5_56152466	HDAC2	HDAC2_chr6_114266539	0
MAP3K1_chr5_56152466__HDAC2_chr6_114267214	MAP3K1	MAP3K1_chr5_56152466	HDAC2	HDAC2_chr6_114267214	0
MAP3K1_chr5_56152466__HDAC2_chr6_114292056	MAP3K1	MAP3K1_chr5_56152466	HDAC2	HDAC2_chr6_114292056	0
MAP3K1_chr5_56152466__HDAC6_chrX_48674389	MAP3K1	MAP3K1_chr5_56152466	HDAC6	HDAC6_chrX_48674389	0
MAP3K1_chr5_56152466__IGF1R_chr15_99192824	MAP3K1	MAP3K1_chr5_56152466	IGF1R	IGF1R_chr15_99192824	0
MAP3K1_chr5_56152466__IGF1R_chr15_99434807	MAP3K1	MAP3K1_chr5_56152466	IGF1R	IGF1R_chr15_99434807	0
MAP3K1_chr5_56152466__KDM5C_chrX_53254068	MAP3K1	MAP3K1_chr5_56152466	KDM5C	KDM5C_chrX_53254068	0
MAP3K1_chr5_56152466__KDM6A_chrX_44820616	MAP3K1	MAP3K1_chr5_56152466	KDM6A	KDM6A_chrX_44820616	0
MAP3K1_chr5_56152466__KIT_chr4_55524164	MAP3K1	MAP3K1_chr5_56152466	KIT	KIT_chr4_55524164	0
MAP3K1_chr5_56152466__KIT_chr4_55524176	MAP3K1	MAP3K1_chr5_56152466	KIT	KIT_chr4_55524176	0
MAP3K1_chr5_56152466__KIT_chr4_55524229	MAP3K1	MAP3K1_chr5_56152466	KIT	KIT_chr4_55524229	0
MAP3K1_chr5_56152466__KMT2D_chr12_49448161	MAP3K1	MAP3K1_chr5_56152466	KMT2D	KMT2D_chr12_49448161	0
MAP3K1_chr5_56152466__KMT2D_chr12_49448468	MAP3K1	MAP3K1_chr5_56152466	KMT2D	KMT2D_chr12_49448468	0
MAP3K1_chr5_56152466__MET_chr7_116340188	MAP3K1	MAP3K1_chr5_56152466	MET	MET_chr7_116340188	0
MAP3K1_chr5_56152466__MLH1_chr3_37038179	MAP3K1	MAP3K1_chr5_56152466	MLH1	MLH1_chr3_37038179	0
MAP3K1_chr5_56152466__MLH1_chr3_37045912	MAP3K1	MAP3K1_chr5_56152466	MLH1	MLH1_chr3_37045912	0
MAP3K1_chr5_56152466__MSH6_chr2_48018111	MAP3K1	MAP3K1_chr5_56152466	MSH6	MSH6_chr2_48018111	0
MAP3K1_chr5_56152466__MTOR_chr1_11317010	MAP3K1	MAP3K1_chr5_56152466	MTOR	MTOR_chr1_11317010	0
MAP3K1_chr5_56152466__NF1_chr17_29422308	MAP3K1	MAP3K1_chr5_56152466	NF1	NF1_chr17_29422308	0
MAP3K1_chr5_56152466__NF1_chr17_29483038	MAP3K1	MAP3K1_chr5_56152466	NF1	NF1_chr17_29483038	0
MAP3K1_chr5_56152466__NonTargetingControlGuideForHuman0352	MAP3K1	MAP3K1_chr5_56152466	NonTargetingControlGuideForHuman0352	NonTargetingControlGuideForHuman0352	0
MAP3K1_chr5_56152466__PARP1_chr1_226595581	MAP3K1	MAP3K1_chr5_56152466	PARP1	PARP1_chr1_226595581	0
MAP3K1_chr5_56152466__PBRM1_chr3_52702516	MAP3K1	MAP3K1_chr5_56152466	PBRM1	PBRM1_chr3_52702516	0
MAP3K1_chr5_56152466__PDGFRA_chr4_55124963	MAP3K1	MAP3K1_chr5_56152466	PDGFRA	PDGFRA_chr4_55124963	0
MAP3K1_chr5_56152466__PIK3R1_chr5_67522521	MAP3K1	MAP3K1_chr5_56152466	PIK3R1	PIK3R1_chr5_67522521	0
MAP3K1_chr5_56152466__PIK3R1_chr5_67576410	MAP3K1	MAP3K1_chr5_56152466	PIK3R1	PIK3R1_chr5_67576410	0
MAP3K1_chr5_56152466__PIK3R1_chr5_67576421	MAP3K1	MAP3K1_chr5_56152466	PIK3R1	PIK3R1_chr5_67576421	0
MAP3K1_chr5_56152466__PRKDC_chr8_48686398	MAP3K1	MAP3K1_chr5_56152466	PRKDC	PRKDC_chr8_48686398	0
MAP3K1_chr5_56152466__PRKDC_chr8_48686781	MAP3K1	MAP3K1_chr5_56152466	PRKDC	PRKDC_chr8_48686781	0
MAP3K1_chr5_56152466__PTEN_chr10_89685297	MAP3K1	MAP3K1_chr5_56152466	PTEN	PTEN_chr10_89685297	0
MAP3K1_chr5_56152466__PTEN_chr10_89711868	MAP3K1	MAP3K1_chr5_56152466	PTEN	PTEN_chr10_89711868	0
MAP3K1_chr5_56152466__RB1_chr13_48878054	MAP3K1	MAP3K1_chr5_56152466	RB1	RB1_chr13_48878054	0
MAP3K1_chr5_56152466__RB1_chr13_48934148	MAP3K1	MAP3K1_chr5_56152466	RB1	RB1_chr13_48934148	0
MAP3K1_chr5_56152466__ROR1_chr1_64240089	MAP3K1	MAP3K1_chr5_56152466	ROR1	ROR1_chr1_64240089	0
MAP3K1_chr5_56152466__RPS6KB1_chr17_57987922	MAP3K1	MAP3K1_chr5_56152466	RPS6KB1	RPS6KB1_chr17_57987922	0
MAP3K1_chr5_56152466__RRM2_chr2_10262728	MAP3K1	MAP3K1_chr5_56152466	RRM2	RRM2_chr2_10262728	0
MAP3K1_chr5_56152466__RRM2_chr2_10262940	MAP3K1	MAP3K1_chr5_56152466	RRM2	RRM2_chr2_10262940	0
MAP3K1_chr5_56152466__RRM2_chr2_10262957	MAP3K1	MAP3K1_chr5_56152466	RRM2	RRM2_chr2_10262957	0
MAP3K1_chr5_56152466__SETD2_chr3_47205411	MAP3K1	MAP3K1_chr5_56152466	SETD2	SETD2_chr3_47205411	0
MAP3K1_chr5_56152466__SMAD4_chr18_48573460	MAP3K1	MAP3K1_chr5_56152466	SMAD4	SMAD4_chr18_48573460	0
MAP3K1_chr5_56152466__SMAD4_chr18_48575673	MAP3K1	MAP3K1_chr5_56152466	SMAD4	SMAD4_chr18_48575673	0
MAP3K1_chr5_56152466__SMAD4_chr18_48586241	MAP3K1	MAP3K1_chr5_56152466	SMAD4	SMAD4_chr18_48586241	0
MAP3K1_chr5_56152466__SMARCA4_chr19_11094819	MAP3K1	MAP3K1_chr5_56152466	SMARCA4	SMARCA4_chr19_11094819	0
MAP3K1_chr5_56152466__SMARCA4_chr19_11094851	MAP3K1	MAP3K1_chr5_56152466	SMARCA4	SMARCA4_chr19_11094851	0
MAP3K1_chr5_56152466__SMO_chr7_128845081	MAP3K1	MAP3K1_chr5_56152466	SMO	SMO_chr7_128845081	0
MAP3K1_chr5_56152466__TOP1_chr20_39657693	MAP3K1	MAP3K1_chr5_56152466	TOP1	TOP1_chr20_39657693	0
MAP3K1_chr5_56152466__TOP1_chr20_39690055	MAP3K1	MAP3K1_chr5_56152466	TOP1	TOP1_chr20_39690055	0
MAP3K1_chr5_56152466__TOP1_chr20_39690109	MAP3K1	MAP3K1_chr5_56152466	TOP1	TOP1_chr20_39690109	0
MAP3K1_chr5_56152466__TP53_chr17_7579881	MAP3K1	MAP3K1_chr5_56152466	TP53	TP53_chr17_7579881	0
MAP3K1_chr5_56152466__TYMS_chr18_657730	MAP3K1	MAP3K1_chr5_56152466	TYMS	TYMS_chr18_657730	0
MAP3K1_chr5_56152466__TYMS_chr18_659656	MAP3K1	MAP3K1_chr5_56152466	TYMS	TYMS_chr18_659656	0
MAP3K1_chr5_56152466__TYMS_chr18_659665	MAP3K1	MAP3K1_chr5_56152466	TYMS	TYMS_chr18_659665	0
MAP3K1_chr5_56152466__VEGFA_chr6_43738425	MAP3K1	MAP3K1_chr5_56152466	VEGFA	VEGFA_chr6_43738425	0
MAP3K1_chr5_56152466__VEGFA_chr6_43742108	MAP3K1	MAP3K1_chr5_56152466	VEGFA	VEGFA_chr6_43742108	0
MAP3K1_chr5_56152466__WEE1_chr11_9595462	MAP3K1	MAP3K1_chr5_56152466	WEE1	WEE1_chr11_9595462	0
MAP3K1_chr5_56152466__WEE1_chr11_9595845	MAP3K1	MAP3K1_chr5_56152466	WEE1	WEE1_chr11_9595845	0
MAP3K1_chr5_56152485__ABL1_chr9_133589790	MAP3K1	MAP3K1_chr5_56152485	ABL1	ABL1_chr9_133589790	0
MAP3K1_chr5_56152485__ABL1_chr9_133738283	MAP3K1	MAP3K1_chr5_56152485	ABL1	ABL1_chr9_133738283	1
MAP3K1_chr5_56152485__ABL1_chr9_133738356	MAP3K1	MAP3K1_chr5_56152485	ABL1	ABL1_chr9_133738356	0
MAP3K1_chr5_56152485__AKT1_chr14_105239609	MAP3K1	MAP3K1_chr5_56152485	AKT1	AKT1_chr14_105239609	0
MAP3K1_chr5_56152485__ALK_chr2_29541171	MAP3K1	MAP3K1_chr5_56152485	ALK	ALK_chr2_29541171	0
MAP3K1_chr5_56152485__APC_chr5_112102023	MAP3K1	MAP3K1_chr5_56152485	APC	APC_chr5_112102023	0
MAP3K1_chr5_56152485__APC_chr5_112102933	MAP3K1	MAP3K1_chr5_56152485	APC	APC_chr5_112102933	0
MAP3K1_chr5_56152485__ARID1A_chr1_27056288	MAP3K1	MAP3K1_chr5_56152485	ARID1A	ARID1A_chr1_27056288	0
MAP3K1_chr5_56152485__ARID2_chr12_46123614	MAP3K1	MAP3K1_chr5_56152485	ARID2	ARID2_chr12_46123614	0
MAP3K1_chr5_56152485__ARID2_chr12_46254608	MAP3K1	MAP3K1_chr5_56152485	ARID2	ARID2_chr12_46254608	0
MAP3K1_chr5_56152485__ATM_chr11_108098402	MAP3K1	MAP3K1_chr5_56152485	ATM	ATM_chr11_108098402	0
MAP3K1_chr5_56152485__BRAF_chr7_140534469	MAP3K1	MAP3K1_chr5_56152485	BRAF	BRAF_chr7_140534469	0
MAP3K1_chr5_56152485__BRAF_chr7_140624501	MAP3K1	MAP3K1_chr5_56152485	BRAF	BRAF_chr7_140624501	0
MAP3K1_chr5_56152485__BRCA1_chr17_41267735	MAP3K1	MAP3K1_chr5_56152485	BRCA1	BRCA1_chr17_41267735	0
MAP3K1_chr5_56152485__BRCA2_chr13_32890586	MAP3K1	MAP3K1_chr5_56152485	BRCA2	BRCA2_chr13_32890586	0
MAP3K1_chr5_56152485__BRD4_chr19_15376361	MAP3K1	MAP3K1_chr5_56152485	BRD4	BRD4_chr19_15376361	0
MAP3K1_chr5_56152485__BRD4_chr19_15383894	MAP3K1	MAP3K1_chr5_56152485	BRD4	BRD4_chr19_15383894	0
MAP3K1_chr5_56152485__BTK_chrX_100629565	MAP3K1	MAP3K1_chr5_56152485	BTK	BTK_chrX_100629565	0
MAP3K1_chr5_56152485__CASP8_chr2_202123033	MAP3K1	MAP3K1_chr5_56152485	CASP8	CASP8_chr2_202123033	0
MAP3K1_chr5_56152485__CASP8_chr2_202131404	MAP3K1	MAP3K1_chr5_56152485	CASP8	CASP8_chr2_202131404	0
MAP3K1_chr5_56152485__CDK6_chr7_92252365	MAP3K1	MAP3K1_chr5_56152485	CDK6	CDK6_chr7_92252365	0
MAP3K1_chr5_56152485__CDK9_chr9_130548409	MAP3K1	MAP3K1_chr5_56152485	CDK9	CDK9_chr9_130548409	0
MAP3K1_chr5_56152485__CDK9_chr9_130548998	MAP3K1	MAP3K1_chr5_56152485	CDK9	CDK9_chr9_130548998	0
MAP3K1_chr5_56152485__CDKN1B_chr12_12871196	MAP3K1	MAP3K1_chr5_56152485	CDKN1B	CDKN1B_chr12_12871196	0
MAP3K1_chr5_56152485__CDKN2A_chr9_21971100	MAP3K1	MAP3K1_chr5_56152485	CDKN2A	CDKN2A_chr9_21971100	0
MAP3K1_chr5_56152485__CDKN2A_chr9_21994327	MAP3K1	MAP3K1_chr5_56152485	CDKN2A	CDKN2A_chr9_21994327	0
MAP3K1_chr5_56152485__CHEK1_chr11_125496644	MAP3K1	MAP3K1_chr5_56152485	CHEK1	CHEK1_chr11_125496644	0
MAP3K1_chr5_56152485__CHEK2_chr22_29085137	MAP3K1	MAP3K1_chr5_56152485	CHEK2	CHEK2_chr22_29085137	0
MAP3K1_chr5_56152485__CHEK2_chr22_29090029	MAP3K1	MAP3K1_chr5_56152485	CHEK2	CHEK2_chr22_29090029	0
MAP3K1_chr5_56152485__CHEK2_chr22_29130694	MAP3K1	MAP3K1_chr5_56152485	CHEK2	CHEK2_chr22_29130694	0
MAP3K1_chr5_56152485__DHFR_chr5_79949819	MAP3K1	MAP3K1_chr5_56152485	DHFR	DHFR_chr5_79949819	0
MAP3K1_chr5_56152485__DHFR_chr5_79950217	MAP3K1	MAP3K1_chr5_56152485	DHFR	DHFR_chr5_79950217	0
MAP3K1_chr5_56152485__EGFR_chr7_55086962	MAP3K1	MAP3K1_chr5_56152485	EGFR	EGFR_chr7_55086962	0
MAP3K1_chr5_56152485__EGFR_chr7_55209986	MAP3K1	MAP3K1_chr5_56152485	EGFR	EGFR_chr7_55209986	0
MAP3K1_chr5_56152485__ERBB2_chr17_37855800	MAP3K1	MAP3K1_chr5_56152485	ERBB2	ERBB2_chr17_37855800	0
MAP3K1_chr5_56152485__ERBB2_chr17_37868221	MAP3K1	MAP3K1_chr5_56152485	ERBB2	ERBB2_chr17_37868221	0
MAP3K1_chr5_56152485__FGFR2_chr10_123298118	MAP3K1	MAP3K1_chr5_56152485	FGFR2	FGFR2_chr10_123298118	0
MAP3K1_chr5_56152485__FGFR2_chr10_123298215	MAP3K1	MAP3K1_chr5_56152485	FGFR2	FGFR2_chr10_123298215	0
MAP3K1_chr5_56152485__FGFR3_chr4_1795735	MAP3K1	MAP3K1_chr5_56152485	FGFR3	FGFR3_chr4_1795735	0
MAP3K1_chr5_56152485__FLT3_chr13_28636172	MAP3K1	MAP3K1_chr5_56152485	FLT3	FLT3_chr13_28636172	0
MAP3K1_chr5_56152485__FNTA_chr8_42911471	MAP3K1	MAP3K1_chr5_56152485	FNTA	FNTA_chr8_42911471	0
MAP3K1_chr5_56152485__FNTA_chr8_42924781	MAP3K1	MAP3K1_chr5_56152485	FNTA	FNTA_chr8_42924781	0
MAP3K1_chr5_56152485__GATA3_chr10_8097790	MAP3K1	MAP3K1_chr5_56152485	GATA3	GATA3_chr10_8097790	0
MAP3K1_chr5_56152485__HDAC1_chr1_32757816	MAP3K1	MAP3K1_chr5_56152485	HDAC1	HDAC1_chr1_32757816	0
MAP3K1_chr5_56152485__HDAC1_chr1_32792601	MAP3K1	MAP3K1_chr5_56152485	HDAC1	HDAC1_chr1_32792601	0
